[0.000000] (-) TimerEvent: {}
[0.000536] (-) JobUnselected: {'identifier': 'dis_tutorial4'}
[0.000606] (dis_tutorial3) JobQueued: {'identifier': 'dis_tutorial3', 'dependencies': OrderedDict()}
[0.229195] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/dis_meshes/ground.jpg\n'}
[0.229249] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/dis_meshes/davinci.jpg\n'}
[0.229303] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/dis_meshes/parking_space.jpg\n'}
[0.229355] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/dis_meshes/person2.jpg\n'}
[0.229405] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/dis_meshes/qr2.jpg\n'}
[0.229461] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/dis_meshes/person1.jpg\n'}
[0.229529] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/dis_meshes/person5.jpg\n'}
[0.229604] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/dis_meshes/qr1.jpg\n'}
[0.229676] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/dis_meshes/mona1.jpg\n'}
[0.229753] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/dis_meshes/fakering2.jpg\n'}
[0.229885] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/dis_meshes/person3.jpg\n'}
[0.230150] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/dis_meshes/map_colliders.dae\n'}
[0.230253] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/dis_meshes/map.dae\n'}
[0.230348] (dis_tutorial3) StdoutLine: {'line': b'-- Installing: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task2_exam_meshes\n'}
[0.230435] (dis_tutorial3) StdoutLine: {'line': b'-- Installing: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task2_exam_meshes/cylinders.jpg\n'}
[0.230587] (dis_tutorial3) StdoutLine: {'line': b'-- Installing: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task2_exam_meshes/fakering1.jpg\n'}
[0.230674] (dis_tutorial3) StdoutLine: {'line': b'-- Installing: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task2_exam_meshes/fakering3.jpg\n'}
[0.230796] (dis_tutorial3) StdoutLine: {'line': b'-- Installing: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task2_exam_meshes/objects.jpg\n'}
[0.230894] (dis_tutorial3) StdoutLine: {'line': b'-- Installing: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task2_exam_meshes/ground.jpg\n'}
[0.230982] (dis_tutorial3) StdoutLine: {'line': b'-- Installing: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task2_exam_meshes/parking_space.jpg\n'}
[0.231064] (dis_tutorial3) StdoutLine: {'line': b'-- Installing: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task2_exam_meshes/fakering2.jpg\n'}
[0.231134] (dis_tutorial3) StdoutLine: {'line': b'-- Installing: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task2_exam_meshes/map_colliders.dae\n'}
[0.231213] (dis_tutorial3) StdoutLine: {'line': b'-- Installing: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task2_exam_meshes/map.dae\n'}
[0.231295] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task.sdf\n'}
[0.231370] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task_meshes\n'}
[0.231430] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task_meshes/cylinders.jpg\n'}
[0.231533] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task_meshes/fakering1.jpg\n'}
[0.231591] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task_meshes/person15.png\n'}
[0.231650] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task_meshes/person17.png\n'}
[0.231715] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task_meshes/fakering3.jpg\n'}
[0.231784] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task_meshes/objects.jpg\n'}
[0.231837] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task_meshes/ground.jpg\n'}
[0.231886] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task_meshes/person21.png\n'}
[0.231945] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task_meshes/parking_space.jpg\n'}
[0.231997] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task_meshes/person19.png\n'}
[0.232047] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task_meshes/qr2.jpg\n'}
[0.232096] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task_meshes/person22.png\n'}
[0.232149] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task_meshes/person23.png\n'}
[0.232202] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task_meshes/qr1.jpg\n'}
[0.232252] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task_meshes/fakering2.jpg\n'}
[0.232302] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task_meshes/map_colliders.dae\n'}
[0.232357] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task_meshes/map.dae\n'}
[0.232406] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//maps\n'}
[0.232476] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//maps/map.pgm\n'}
[0.232531] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//maps/map.yaml\n'}
[0.232581] (dis_tutorial3) StdoutLine: {'line': b'-- Installing: /home/mu/RINSproject/src/install/dis_tutorial3/lib/dis_tutorial3/detect_people.py\n'}
[0.232631] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/lib/dis_tutorial3/robot_commander.py\n'}
[0.232689] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/ament_index/resource_index/package_run_dependencies/dis_tutorial3\n'}
[0.232749] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/ament_index/resource_index/parent_prefix_path/dis_tutorial3\n'}
[0.232819] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3/environment/ament_prefix_path.sh\n'}
[0.232892] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3/environment/ament_prefix_path.dsv\n'}
[0.232965] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3/environment/path.sh\n'}
[0.233041] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3/environment/path.dsv\n'}
[0.233117] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3/local_setup.bash\n'}
[0.233187] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3/local_setup.sh\n'}
[0.233257] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3/local_setup.zsh\n'}
[0.233326] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3/local_setup.dsv\n'}
[0.233396] (dis_tutorial3) StdoutLine: {'line': b'-- Installing: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3/package.dsv\n'}
[0.233469] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/ament_index/resource_index/packages/dis_tutorial3\n'}
[0.233553] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3/cmake/dis_tutorial3Config.cmake\n'}
[0.233628] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3/cmake/dis_tutorial3Config-version.cmake\n'}
[0.233680] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3/package.xml\n'}
[0.234690] (dis_tutorial3) CommandEnded: {'returncode': 0}
[0.299980] (-) TimerEvent: {}
[0.400441] (-) TimerEvent: {}
[0.409080] (dis_tutorial3) JobEnded: {'identifier': 'dis_tutorial3', 'rc': 0}
[0.409616] (-) EventReactorShutdown: {}
