[0.000000] (-) TimerEvent: {}
[0.000192] (-) JobUnselected: {'identifier': 'dis_tutorial4'}
[0.000234] (dis_tutorial3) JobQueued: {'identifier': 'dis_tutorial3', 'dependencies': OrderedDict()}
[0.284006] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/dis_meshes/ground.jpg\n'}
[0.284283] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/dis_meshes/davinci.jpg\n'}
[0.284550] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/dis_meshes/parking_space.jpg\n'}
[0.284811] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/dis_meshes/person2.jpg\n'}
[0.284946] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/dis_meshes/qr2.jpg\n'}
[0.285249] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/dis_meshes/person1.jpg\n'}
[0.285532] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/dis_meshes/person5.jpg\n'}
[0.285745] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/dis_meshes/qr1.jpg\n'}
[0.285888] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/dis_meshes/mona1.jpg\n'}
[0.286084] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/dis_meshes/fakering2.jpg\n'}
[0.286238] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/dis_meshes/person3.jpg\n'}
[0.286573] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/dis_meshes/map_colliders.dae\n'}
[0.286682] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/dis_meshes/map.dae\n'}
[0.286921] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task2_exam_meshes\n'}
[0.287078] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task2_exam_meshes/cylinders.jpg\n'}
[0.287558] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task2_exam_meshes/fakering1.jpg\n'}
[0.287772] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task2_exam_meshes/fakering3.jpg\n'}
[0.287909] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task2_exam_meshes/objects.jpg\n'}
[0.288004] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task2_exam_meshes/ground.jpg\n'}
[0.288240] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task2_exam_meshes/parking_space.jpg\n'}
[0.288372] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task2_exam_meshes/fakering2.jpg\n'}
[0.288647] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task2_exam_meshes/map_colliders.dae\n'}
[0.288938] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task2_exam_meshes/map.dae\n'}
[0.289163] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task.sdf\n'}
[0.289310] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task_meshes\n'}
[0.289414] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task_meshes/cylinders.jpg\n'}
[0.289512] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task_meshes/fakering1.jpg\n'}
[0.289604] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task_meshes/person15.png\n'}
[0.289689] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task_meshes/person17.png\n'}
[0.289781] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task_meshes/fakering3.jpg\n'}
[0.289876] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task_meshes/objects.jpg\n'}
[0.289968] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task_meshes/ground.jpg\n'}
[0.290189] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task_meshes/person21.png\n'}
[0.290310] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task_meshes/parking_space.jpg\n'}
[0.290403] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task_meshes/person19.png\n'}
[0.290498] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task_meshes/qr2.jpg\n'}
[0.290600] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task_meshes/person22.png\n'}
[0.290708] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task_meshes/person23.png\n'}
[0.290812] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task_meshes/qr1.jpg\n'}
[0.290911] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task_meshes/fakering2.jpg\n'}
[0.291011] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task_meshes/map_colliders.dae\n'}
[0.291233] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//worlds/task_meshes/map.dae\n'}
[0.291349] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//maps\n'}
[0.291622] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//maps/map.pgm\n'}
[0.291880] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3//maps/map.yaml\n'}
[0.291974] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/lib/dis_tutorial3/detect_people.py\n'}
[0.292059] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/lib/dis_tutorial3/robot_commander.py\n'}
[0.292383] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/ament_index/resource_index/package_run_dependencies/dis_tutorial3\n'}
[0.292492] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/ament_index/resource_index/parent_prefix_path/dis_tutorial3\n'}
[0.292588] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3/environment/ament_prefix_path.sh\n'}
[0.292675] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3/environment/ament_prefix_path.dsv\n'}
[0.292757] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3/environment/path.sh\n'}
[0.292840] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3/environment/path.dsv\n'}
[0.292923] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3/local_setup.bash\n'}
[0.293004] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3/local_setup.sh\n'}
[0.293077] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3/local_setup.zsh\n'}
[0.293146] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3/local_setup.dsv\n'}
[0.293218] (dis_tutorial3) StdoutLine: {'line': b'-- Installing: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3/package.dsv\n'}
[0.293289] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/ament_index/resource_index/packages/dis_tutorial3\n'}
[0.293363] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3/cmake/dis_tutorial3Config.cmake\n'}
[0.293442] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3/cmake/dis_tutorial3Config-version.cmake\n'}
[0.293526] (dis_tutorial3) StdoutLine: {'line': b'-- Up-to-date: /home/mu/RINSproject/src/install/dis_tutorial3/share/dis_tutorial3/package.xml\n'}
[0.293610] (dis_tutorial3) CommandEnded: {'returncode': 0}
[0.300567] (-) TimerEvent: {}
[0.403377] (-) TimerEvent: {}
[0.499687] (dis_tutorial3) JobEnded: {'identifier': 'dis_tutorial3', 'rc': 0}
[0.501051] (-) EventReactorShutdown: {}
